ID_Credito,Cliente,Fecha_Solicitud,Monto_Solicitado,Tasa_Interes,Plazo_Meses,Ingreso_Mensual,Score_Credito,Aprobado,Estado_Credito,Fecha_Nacimiento
100596,Cliente 596,2021-08-19,33544.11,11.14,36,11490.1,574.0,No,Activo,1976-08-05
100597,Cliente 597,2021-08-20,9029.83,18.17,48,9458.96,793.0,Sí,En Mora,1975-06-28
100598,Cliente 598,2021-08-21,10018.31,17.74,12,11911.36,496.0,No,Activo,1992-04-08
100599,Cliente 599,2021-08-22,2523.0,18.88,48,5346.82,675.0,Sí,Pagado,1972-07-07
100600,Cliente 600,2021-08-23,8862.29,9.27,60,13278.12,362.0,Sí,Activo,1982-02-11
100601,Cliente 601,2021-08-24,14290.22,10.29,36,9416.2,660.0,No,Pagado,1947-07-17
100602,Cliente 602,2021-08-25,9262.02,6.19,36,12424.27,843.0,Sí,En Mora,1996-02-18
100603,Cliente 603,2021-08-26,4890.78,17.59,24,8421.05,409.0,Sí,Pagado,1985-04-17
100604,Cliente 604,2021-08-27,6471.48,4.36,24,3667.35,493.0,Sí,En Mora,1963-10-27
100605,Cliente 605,2021-08-28,23308.55,16.35,60,8364.95,818.0,Sí,Pagado,1979-04-12
100606,Cliente 606,2021-08-29,10713.52,22.2,36,5881.12,758.0,Sí,Activo,1993-09-19
100607,Cliente 607,2021-08-30,18531.36,22.65,12,10613.74,600.0,No,Pagado,1974-02-03
100608,Cliente 608,2021-08-31,25419.15,13.15,48,7399.01,795.0,Sí,Pagado,1973-11-12
100609,Cliente 609,2021-09-01,34674.54,13.38,36,12623.64,448.0,Sí,Activo,1989-05-03
100610,Cliente 610,2021-09-02,2445.95,5.15,12,10332.05,760.0,Sí,Pagado,1997-05-23
100611,Cliente 611,2021-09-03,40070.81,17.92,12,10425.89,438.0,Sí,Activo,1959-04-19
100612,Cliente 612,2021-09-04,31581.07,21.16,48,3648.75,591.0,No,Activo,1952-12-15
100613,Cliente 613,2021-09-05,4547.07,8.76,12,14771.62,634.0,No,Activo,1985-10-30
100614,Cliente 614,2021-09-06,43742.14,12.56,60,12704.29,483.0,Sí,Pagado,1997-04-22
100615,Cliente 615,2021-09-07,46083.18,21.54,12,11940.57,606.0,Sí,Pagado,1997-11-23
100616,Cliente 616,2021-09-08,3523.36,22.36,60,5288.12,561.0,Sí,Pagado,1990-04-06
100617,Cliente 617,2021-09-09,14205.44,8.73,12,8266.66,609.0,Sí,Pagado,1983-08-25
100618,Cliente 618,2021-09-10,40406.96,15.34,24,2488.0,643.0,Sí,Pagado,1986-08-19
100619,Cliente 619,2021-09-11,37538.85,7.64,12,8307.9,723.0,Sí,Activo,1975-05-21
100620,Cliente 620,2021-09-12,9633.79,5.69,60,2615.39,813.0,Sí,En Mora,1966-12-18
100621,Cliente 621,2021-09-13,10862.79,23.09,12,8519.05,823.0,Sí,Pagado,1968-04-19
100622,Cliente 622,2021-09-14,18838.37,21.14,12,9906.47,560.0,Sí,Pagado,1964-05-28
100623,Cliente 623,2021-09-15,24483.89,19.84,12,6157.84,661.0,Sí,En Mora,1973-05-19
100624,Cliente 624,2021-09-16,31103.61,4.55,60,7728.9,468.0,No,Pagado,2000-03-06
100625,Cliente 625,2021-09-17,18761.23,21.64,12,13196.97,499.0,Sí,Activo,1998-12-11
100626,Cliente 626,2021-09-18,23395.47,12.92,48,2074.17,684.0,Sí,Pagado,1977-05-24
100627,Cliente 627,2021-09-19,37499.81,10.86,48,11980.13,611.0,Sí,Activo,1971-06-20
100628,Cliente 628,2021-09-20,2315.82,15.25,60,2975.94,611.0,No,Activo,1950-01-16
100629,Cliente 629,2021-09-21,12995.63,5.46,24,1032.27,694.0,Sí,Activo,1957-04-01
100630,Cliente 630,2021-09-22,35810.8,19.77,48,3190.83,650.0,Sí,Pagado,1959-12-17
100631,Cliente 631,2021-09-23,44812.74,16.02,36,11593.13,327.0,Sí,Pagado,1966-01-23
100632,Cliente 632,2021-09-24,25828.03,7.51,48,6374.33,432.0,No,En Mora,1964-11-15
100633,Cliente 633,2021-09-25,26839.62,7.55,36,13151.55,679.0,No,Activo,1998-09-08
100634,Cliente 634,2021-09-26,5805.01,7.46,60,8108.26,827.0,Sí,Activo,1995-01-30
100635,Cliente 635,2021-09-27,22646.91,4.73,24,822.63,586.0,No,Activo,1968-08-17
100636,Cliente 636,2021-09-28,26864.55,16.14,36,10892.35,583.0,No,Pagado,1949-07-20
100637,Cliente 637,2021-09-29,12502.29,21.57,36,2098.38,526.0,No,Pagado,1974-09-13
100638,Cliente 638,2021-09-30,13827.54,3.88,48,11946.0,726.0,No,Pagado,1962-06-11
100639,Cliente 639,2021-10-01,19175.57,4.55,36,2937.49,326.0,Sí,En Mora,1951-06-14
100640,Cliente 640,2021-10-02,1493.52,15.81,60,5508.97,631.0,No,Pagado,1989-07-27
100641,Cliente 641,2021-10-03,16442.92,21.12,60,11538.44,416.0,Sí,Pagado,1956-06-18
100642,Cliente 642,2021-10-04,10966.68,10.52,60,14336.35,388.0,Sí,Activo,1993-06-02
100643,Cliente 643,2021-10-05,16711.12,11.02,48,5885.79,421.0,Sí,Activo,1972-06-27
100644,Cliente 644,2021-10-06,6428.23,16.32,24,12526.3,332.0,Sí,Activo,1972-05-05
100645,Cliente 645,2021-10-07,44581.1,9.4,48,3266.49,697.0,Sí,Activo,1982-07-14
100646,Cliente 646,2021-10-08,29882.83,4.07,60,12204.11,824.0,No,Activo,1965-01-20
100647,Cliente 647,2021-10-09,34115.56,19.31,48,10033.66,323.0,Sí,Pagado,1952-05-02
100648,Cliente 648,2021-10-10,39563.98,16.95,60,3294.78,624.0,Sí,Pagado,1968-03-19
100649,Cliente 649,2021-10-11,25172.89,15.99,12,4886.31,333.0,Sí,Activo,1949-07-22
100650,Cliente 650,2021-10-12,4802.55,19.45,12,2410.68,546.0,Sí,En Mora,1983-10-07
100651,Cliente 651,2021-10-13,27086.77,18.02,36,6053.02,318.0,No,En Mora,1948-08-11
100652,Cliente 652,2021-10-14,29548.64,7.93,24,3452.91,329.0,Sí,Pagado,1959-06-10
100653,Cliente 653,2021-10-15,37399.25,11.08,12,9837.97,348.0,Sí,En Mora,1953-05-05
100654,Cliente 654,2021-10-16,21867.15,6.21,60,14920.32,479.0,No,En Mora,1973-02-27
100655,Cliente 655,2021-10-17,6815.22,6.29,48,674.13,669.0,Sí,Pagado,2003-10-13
100656,Cliente 656,2021-10-18,14546.91,18.04,48,8343.34,694.0,No,En Mora,1947-06-13
100657,Cliente 657,2021-10-19,18472.57,21.96,36,8818.17,795.0,Sí,Pagado,1969-09-27
100658,Cliente 658,2021-10-20,32472.9,24.2,48,13756.03,730.0,No,Activo,1972-07-18
100659,Cliente 659,2021-10-21,28753.53,17.01,12,7837.08,506.0,Sí,Activo,2001-09-14
100660,Cliente 660,2021-10-22,18126.79,7.46,48,8383.67,334.0,No,Activo,1955-08-02
100661,Cliente 661,2021-10-23,49332.5,5.77,12,7338.97,712.0,Sí,Activo,1993-12-09
100662,Cliente 662,2021-10-24,30485.85,20.98,12,4399.11,663.0,Sí,Pagado,1999-01-23
100663,Cliente 663,2021-10-25,12242.73,15.94,24,1312.42,609.0,No,Activo,1961-03-28
100664,Cliente 664,2021-10-26,5538.23,16.79,36,6425.54,578.0,Sí,En Mora,1949-06-27
100665,Cliente 665,2021-10-27,8066.53,20.3,60,1262.58,451.0,No,Activo,1977-02-15
100666,Cliente 666,2021-10-28,12674.91,18.62,12,8482.14,526.0,No,Pagado,1956-07-27
100667,Cliente 667,2021-10-29,8453.73,21.44,36,4955.76,542.0,Sí,Activo,1997-01-15
100668,Cliente 668,2021-10-30,9735.07,4.71,60,8237.23,309.0,Sí,Pagado,1994-08-13
100669,Cliente 669,2021-10-31,14612.21,19.57,48,2447.31,691.0,No,Pagado,1991-02-06
100670,Cliente 670,2021-11-01,9081.99,21.79,36,14023.13,347.0,No,Activo,1986-10-22
100671,Cliente 671,2021-11-02,44889.89,9.65,36,13470.56,503.0,Sí,Activo,1953-03-12
100672,Cliente 672,2021-11-03,4471.57,17.27,36,3254.95,456.0,Sí,En Mora,1946-12-09
100673,Cliente 673,2021-11-04,26463.31,10.25,48,5479.94,325.0,Sí,Activo,1966-03-27
100674,Cliente 674,2021-11-05,20814.64,24.1,48,9395.65,720.0,Sí,Pagado,1955-08-19
100675,Cliente 675,2021-11-06,49127.74,4.22,36,1887.45,563.0,Sí,Activo,1978-12-24
100676,Cliente 676,2021-11-07,6045.93,15.97,24,5641.23,828.0,No,Pagado,1978-10-28
100677,Cliente 677,2021-11-08,20193.85,7.08,12,4141.13,769.0,No,Activo,1993-12-24
100678,Cliente 678,2021-11-09,48488.79,18.81,48,13774.99,553.0,No,En Mora,1993-09-13
100679,Cliente 679,2021-11-10,43342.6,7.28,24,12861.4,845.0,Sí,Activo,1982-08-31
100680,Cliente 680,2021-11-11,40945.07,8.56,48,8907.57,446.0,Sí,En Mora,1965-02-14
100681,Cliente 681,2021-11-12,13266.19,14.13,36,8045.02,625.0,No,En Mora,1974-10-26
100682,Cliente 682,2021-11-13,8958.94,23.17,24,13995.52,637.0,No,En Mora,1966-03-05
100683,Cliente 683,2021-11-14,33597.84,8.05,60,14020.2,417.0,Sí,Pagado,1985-07-27
100684,Cliente 684,2021-11-15,46504.11,6.6,12,14555.29,464.0,Sí,Pagado,1990-12-25
100685,Cliente 685,2021-11-16,28059.76,19.82,12,2317.99,849.0,Sí,Activo,1970-11-11
100686,Cliente 686,2021-11-17,28794.83,14.26,48,2828.09,497.0,Sí,Pagado,1968-01-12
100687,Cliente 687,2021-11-18,14358.97,23.1,12,10312.68,673.0,Sí,En Mora,1997-01-10
100688,Cliente 688,2021-11-19,38589.9,6.65,60,8350.8,428.0,Sí,Pagado,1966-05-12
100689,Cliente 689,2021-11-20,9758.67,17.39,24,767.76,713.0,Sí,Pagado,1947-07-31
100690,Cliente 690,2021-11-21,16522.12,8.51,24,1398.64,679.0,No,En Mora,1947-12-13
100691,Cliente 691,2021-11-22,21559.1,6.87,36,13377.17,300.0,Sí,Activo,2002-08-22
100692,Cliente 692,2021-11-23,25626.71,18.19,24,13098.63,466.0,Sí,En Mora,1994-09-23
100693,Cliente 693,2021-11-24,12499.28,16.26,48,5680.43,315.0,No,Pagado,2000-08-30
100694,Cliente 694,2021-11-25,6184.42,19.73,60,13420.23,411.0,Sí,Pagado,1994-05-06
100695,Cliente 695,2021-11-26,30725.69,10.15,36,9108.29,667.0,No,Activo,1958-06-03
100696,Cliente 696,2021-11-27,14787.21,13.13,48,12185.63,401.0,No,Activo,1994-05-10
100697,Cliente 697,2021-11-28,29271.29,12.22,48,6697.75,705.0,No,Activo,1969-11-22
100698,Cliente 698,2021-11-29,8140.95,24.66,48,2144.28,806.0,Sí,Pagado,1955-03-26
100699,Cliente 699,2021-11-30,24316.44,9.78,12,6789.04,339.0,Sí,Activo,1963-07-29
100700,Cliente 700,2021-12-01,26863.18,9.84,48,7130.85,847.0,Sí,Activo,1955-10-26
100701,Cliente 701,2021-12-02,3065.27,11.12,12,8488.69,680.0,No,Activo,1957-01-12
100702,Cliente 702,2021-12-03,17161.91,15.64,24,2030.95,815.0,Sí,Pagado,1961-08-04
100703,Cliente 703,2021-12-04,7153.53,8.92,12,14875.33,796.0,Sí,Activo,1964-07-08
100704,Cliente 704,2021-12-05,3637.06,23.18,48,4039.98,580.0,Sí,En Mora,2000-05-28
100705,Cliente 705,2021-12-06,49503.03,9.21,60,3379.01,650.0,Sí,En Mora,1985-04-19
100706,Cliente 706,2021-12-07,16456.52,22.76,60,8138.64,633.0,No,En Mora,1995-12-21
100707,Cliente 707,2021-12-08,40588.79,5.72,24,8289.52,823.0,Sí,Activo,1977-12-22
100708,Cliente 708,2021-12-09,13104.71,17.62,48,6877.4,582.0,Sí,Activo,1988-04-14
100709,Cliente 709,2021-12-10,34234.38,23.0,12,11692.44,618.0,Sí,Activo,1998-05-03
100710,Cliente 710,2021-12-11,38131.28,7.13,60,7991.49,713.0,No,Activo,1974-10-14
100711,Cliente 711,2021-12-12,29984.12,24.32,36,9340.58,313.0,No,Activo,1979-12-24
100712,Cliente 712,2021-12-13,23843.02,13.24,48,10994.32,355.0,Sí,Activo,1967-11-12
100713,Cliente 713,2021-12-14,20886.13,23.83,48,862.86,702.0,Sí,Pagado,1983-01-06
100714,Cliente 714,2021-12-15,17768.98,18.05,36,8774.34,641.0,Sí,Pagado,1982-07-11
100715,Cliente 715,2021-12-16,46511.69,9.98,60,13320.82,498.0,Sí,Activo,1958-06-15
100716,Cliente 716,2021-12-17,41615.66,7.55,36,752.14,591.0,Sí,Pagado,1978-04-19
100717,Cliente 717,2021-12-18,48268.83,10.03,24,6375.14,740.0,Sí,Activo,1951-03-15
100718,Cliente 718,2021-12-19,6652.71,5.5,12,13930.3,377.0,No,Activo,1976-03-10
100719,Cliente 719,2021-12-20,36677.94,6.59,12,5620.74,411.0,No,En Mora,1959-01-13
100720,Cliente 720,2021-12-21,46947.85,5.75,60,7151.57,834.0,Sí,Activo,1992-05-18
100721,Cliente 721,2021-12-22,9471.04,12.59,36,14732.35,674.0,Sí,En Mora,1979-10-04
100722,Cliente 722,2021-12-23,3791.57,20.6,48,3390.2,415.0,Sí,Pagado,1950-01-20
100723,Cliente 723,2021-12-24,37185.47,6.54,48,1446.2,441.0,Sí,Pagado,1978-04-27
100724,Cliente 724,2021-12-25,28936.42,6.3,48,12961.63,496.0,Sí,Activo,1991-09-16
100725,Cliente 725,2021-12-26,42170.52,17.33,24,13092.75,839.0,No,Activo,1949-11-13
100726,Cliente 726,2021-12-27,7418.73,7.74,24,7345.13,598.0,Sí,En Mora,1953-01-06
100727,Cliente 727,2021-12-28,39865.73,5.6,48,7956.0,375.0,No,Pagado,1989-01-12
100728,Cliente 728,2021-12-29,10480.55,7.09,60,12619.19,829.0,Sí,Pagado,1950-04-20
100729,Cliente 729,2021-12-30,8600.97,23.36,24,11209.11,399.0,No,En Mora,1983-02-19
100730,Cliente 730,2021-12-31,8631.16,21.16,24,4344.66,778.0,Sí,En Mora,1984-03-02
100731,Cliente 731,2022-01-01,40821.45,11.11,12,744.95,767.0,No,Activo,1966-04-05
100732,Cliente 732,2022-01-02,33427.26,17.6,12,7455.65,591.0,Sí,Activo,1953-11-25
100733,Cliente 733,2022-01-03,26391.74,15.05,60,12954.23,424.0,No,Activo,1965-02-16
100734,Cliente 734,2022-01-04,18262.11,18.06,24,13489.6,818.0,Sí,Pagado,1967-10-28
100735,Cliente 735,2022-01-05,43921.43,18.18,24,14365.28,322.0,Sí,Pagado,1961-01-22
100736,Cliente 736,2022-01-06,19926.03,17.02,36,13253.67,461.0,Sí,Activo,1953-06-09
100737,Cliente 737,2022-01-07,40921.67,9.22,60,8910.63,805.0,Sí,Activo,1970-10-17
100738,Cliente 738,2022-01-08,22237.18,4.34,60,6946.78,320.0,Sí,Pagado,1999-11-13
100739,Cliente 739,2022-01-09,19158.75,13.29,36,11735.32,763.0,Sí,Pagado,2002-05-16
100740,Cliente 740,2022-01-10,23402.65,22.66,36,11227.41,782.0,Sí,Activo,1969-07-19
100741,Cliente 741,2022-01-11,15418.2,15.74,12,8303.08,801.0,No,Pagado,1988-05-21
100742,Cliente 742,2022-01-12,37506.66,21.4,60,1766.25,608.0,Sí,Activo,1966-02-08
100743,Cliente 743,2022-01-13,25384.66,24.82,60,13928.18,502.0,No,En Mora,1978-05-14
100744,Cliente 744,2022-01-14,11994.53,7.02,36,7106.24,715.0,Sí,Pagado,1971-09-18
100745,Cliente 745,2022-01-15,45028.94,18.37,48,5768.34,441.0,Sí,Activo,1948-06-20
100746,Cliente 746,2022-01-16,19502.62,18.0,48,9628.73,406.0,Sí,Pagado,1959-01-19
100747,Cliente 747,2022-01-17,27405.87,24.57,12,10270.65,828.0,Sí,Pagado,2000-08-12
100748,Cliente 748,2022-01-18,45370.37,24.69,48,3554.97,836.0,Sí,Pagado,1996-03-06
100749,Cliente 749,2022-01-19,31399.78,18.26,48,12635.61,590.0,Sí,Activo,1996-01-07
100750,Cliente 750,2022-01-20,6286.45,8.74,48,4704.09,610.0,Sí,Activo,1984-07-01
100751,Cliente 751,2022-01-21,47021.69,20.67,24,3206.92,684.0,No,Pagado,1950-12-03
100752,Cliente 752,2022-01-22,31571.55,5.8,12,6392.8,352.0,Sí,Activo,1966-05-12
100753,Cliente 753,2022-01-23,17077.83,20.29,36,11093.12,482.0,No,Pagado,1952-04-18
100754,Cliente 754,2022-01-24,7393.97,23.07,48,14499.14,668.0,No,En Mora,1998-05-10
100755,Cliente 755,2022-01-25,39804.25,11.73,24,12234.58,312.0,Sí,En Mora,1977-07-21
100756,Cliente 756,2022-01-26,31193.6,17.06,48,14135.05,459.0,No,Activo,1971-12-28
100757,Cliente 757,2022-01-27,26906.32,12.75,24,2538.78,583.0,Sí,Pagado,1973-11-05
100758,Cliente 758,2022-01-28,44747.68,12.91,12,1532.06,586.0,No,Pagado,1954-10-15
100759,Cliente 759,2022-01-29,39535.56,10.17,48,8586.72,307.0,Sí,En Mora,1982-02-06
100760,Cliente 760,2022-01-30,8007.91,19.89,24,4709.31,371.0,Sí,Pagado,1978-07-07
100761,Cliente 761,2022-01-31,15930.24,23.63,60,12506.8,397.0,Sí,Activo,1998-03-27
100762,Cliente 762,2022-02-01,12800.21,23.73,60,10243.82,386.0,No,Pagado,1998-01-08
100763,Cliente 763,2022-02-02,37325.34,7.26,24,14575.56,400.0,No,En Mora,1970-09-10
100764,Cliente 764,2022-02-03,2159.86,22.31,48,4194.49,580.0,Sí,En Mora,1964-03-17
100765,Cliente 765,2022-02-04,28709.54,19.35,48,7543.87,588.0,Sí,En Mora,1977-10-27
100766,Cliente 766,2022-02-05,38241.7,8.94,12,7767.99,495.0,No,Activo,1972-02-03
100767,Cliente 767,2022-02-06,43899.9,4.95,12,3968.06,690.0,No,En Mora,1984-08-28
100768,Cliente 768,2022-02-07,17433.05,9.26,36,9056.35,749.0,Sí,Pagado,1997-05-18
100769,Cliente 769,2022-02-08,41152.24,23.11,12,6927.65,667.0,Sí,Activo,1977-08-01
100770,Cliente 770,2022-02-09,5976.27,17.11,48,6977.46,729.0,No,Pagado,1982-02-11
100771,Cliente 771,2022-02-10,42399.39,19.0,36,5759.68,395.0,No,Activo,2003-03-07
100772,Cliente 772,2022-02-11,6810.69,9.03,12,745.48,560.0,Sí,Activo,1999-05-30
100773,Cliente 773,2022-02-12,20165.72,18.97,24,8070.38,811.0,No,Pagado,1968-07-10
100774,Cliente 774,2022-02-13,39966.12,4.1,60,5361.09,420.0,Sí,En Mora,1956-06-17
100775,Cliente 775,2022-02-14,7920.91,11.57,12,519.14,665.0,No,Pagado,1968-10-11
100776,Cliente 776,2022-02-15,11847.94,16.98,12,4965.18,631.0,Sí,Activo,1998-12-06
100777,Cliente 777,2022-02-16,36251.5,6.64,24,4540.11,351.0,Sí,Activo,1962-05-25
100778,Cliente 778,2022-02-17,36141.81,21.19,48,6205.0,695.0,No,Pagado,1979-04-07
100779,Cliente 779,2022-02-18,32236.81,8.55,24,2411.85,617.0,Sí,Pagado,1950-04-30
100780,Cliente 780,2022-02-19,34850.45,17.52,12,7861.42,576.0,No,Activo,1980-01-18
100781,Cliente 781,2022-02-20,27364.86,12.21,48,10540.39,493.0,Sí,Pagado,1952-03-18
100782,Cliente 782,2022-02-21,12964.05,16.31,36,9637.69,320.0,No,Pagado,1987-02-21
100783,Cliente 783,2022-02-22,17611.95,5.81,12,12154.45,698.0,Sí,En Mora,1952-03-07
100784,Cliente 784,2022-02-23,9489.09,3.86,24,7054.12,501.0,Sí,Activo,1948-11-30
100785,Cliente 785,2022-02-24,45468.3,23.06,36,8026.83,765.0,No,Pagado,1949-10-13
100786,Cliente 786,2022-02-25,29377.89,9.3,60,12250.83,450.0,No,Pagado,1976-01-08
100787,Cliente 787,2022-02-26,20342.15,21.12,36,6701.67,458.0,Sí,Activo,1964-08-22
100788,Cliente 788,2022-02-27,23369.29,24.99,24,10673.19,609.0,Sí,Pagado,1962-05-05
100789,Cliente 789,2022-02-28,47390.53,8.05,36,6801.73,803.0,Sí,En Mora,1997-09-05
100790,Cliente 790,2022-03-01,8090.89,9.2,24,6557.17,325.0,Sí,Activo,1986-09-06
100791,Cliente 791,2022-03-02,29518.38,17.75,12,11522.98,365.0,No,Pagado,1956-06-04
100792,Cliente 792,2022-03-03,25541.49,24.26,48,3035.14,562.0,Sí,Activo,1955-10-16
100793,Cliente 793,2022-03-04,30766.98,23.19,60,5409.5,771.0,No,En Mora,1981-05-24
100794,Cliente 794,2022-03-05,1396.45,14.31,48,3750.5,466.0,Sí,En Mora,2003-09-06
100795,Cliente 795,2022-03-06,43670.13,20.59,48,5707.09,453.0,Sí,En Mora,1951-08-30
100796,Cliente 796,2022-03-07,46639.85,6.42,48,3840.43,642.0,Sí,Activo,1973-07-26
100797,Cliente 797,2022-03-08,28474.09,24.51,24,8901.38,712.0,Sí,Activo,1957-01-04
100798,Cliente 798,2022-03-09,34984.22,24.23,24,12073.48,483.0,Sí,Pagado,1967-12-31
100799,Cliente 799,2022-03-10,46163.72,7.02,60,11905.89,493.0,Sí,Pagado,1958-12-06
100800,Cliente 800,2022-03-11,35508.31,9.94,24,5785.26,301.0,No,Pagado,1947-07-11
100801,Cliente 801,2022-03-12,8050.68,5.65,24,14837.03,514.0,Sí,Activo,1956-06-19
100802,Cliente 802,2022-03-13,29026.27,9.34,24,9110.89,782.0,No,Activo,1957-04-09
100803,Cliente 803,2022-03-14,30532.39,21.04,24,6291.3,331.0,No,Pagado,1981-05-29
100804,Cliente 804,2022-03-15,21494.47,11.63,12,12615.32,314.0,Sí,En Mora,2002-07-08
100805,Cliente 805,2022-03-16,36953.99,5.4,60,11083.17,617.0,No,Pagado,1992-10-13
100806,Cliente 806,2022-03-17,46751.17,10.86,24,11364.49,542.0,Sí,Activo,1974-05-22
100807,Cliente 807,2022-03-18,46315.64,24.6,60,3344.02,316.0,Sí,Pagado,1959-08-18
100808,Cliente 808,2022-03-19,22816.55,17.04,36,7290.7,833.0,Sí,En Mora,1993-08-06
100809,Cliente 809,2022-03-20,6105.28,12.45,12,12996.51,380.0,No,Pagado,1987-10-09
100810,Cliente 810,2022-03-21,49249.64,7.08,24,7808.55,735.0,No,Pagado,1993-08-08
100811,Cliente 811,2022-03-22,42025.46,24.7,12,10410.06,307.0,Sí,Pagado,1972-07-17
100812,Cliente 812,2022-03-23,6670.8,21.15,12,9025.04,586.0,Sí,En Mora,1957-07-29
100813,Cliente 813,2022-03-24,46081.67,9.55,36,12714.17,485.0,Sí,En Mora,1997-04-22
100814,Cliente 814,2022-03-25,43559.87,5.01,60,4626.13,823.0,Sí,Pagado,1999-08-30
100815,Cliente 815,2022-03-26,26182.48,4.72,12,8844.39,721.0,Sí,Pagado,1969-11-02
100816,Cliente 816,2022-03-27,29768.13,6.09,48,2286.9,765.0,No,En Mora,1950-06-29
100817,Cliente 817,2022-03-28,20250.63,15.99,36,10508.06,382.0,Sí,Activo,1989-02-03
100818,Cliente 818,2022-03-29,3210.7,23.47,48,11113.53,782.0,Sí,Activo,1988-10-08
100819,Cliente 819,2022-03-30,17092.26,14.18,36,1121.14,624.0,Sí,Activo,1975-01-08
100820,Cliente 820,2022-03-31,40241.25,21.62,48,10298.97,718.0,Sí,Pagado,1975-02-27
100821,Cliente 821,2022-04-01,729.29,13.09,48,6513.01,350.0,Sí,Activo,1986-09-26
100822,Cliente 822,2022-04-02,17008.21,18.73,12,2299.4,326.0,Sí,En Mora,1996-07-08
100823,Cliente 823,2022-04-03,20209.35,19.24,12,6588.66,844.0,No,Pagado,1976-12-08
100824,Cliente 824,2022-04-04,27101.08,7.24,36,3316.38,361.0,No,En Mora,1957-05-29
100825,Cliente 825,2022-04-05,46032.85,11.27,60,6525.61,470.0,Sí,Pagado,1967-08-27
100826,Cliente 826,2022-04-06,17644.13,17.2,12,6072.92,585.0,Sí,Pagado,1964-03-23
100827,Cliente 827,2022-04-07,17674.18,5.02,12,11206.68,416.0,Sí,Pagado,1975-08-28
100828,Cliente 828,2022-04-08,37006.31,11.27,24,11726.13,303.0,No,Pagado,1981-12-13
100829,Cliente 829,2022-04-09,22884.79,15.0,12,9301.92,365.0,Sí,Pagado,1978-05-25
100830,Cliente 830,2022-04-10,11617.94,24.92,60,828.96,359.0,No,Activo,2001-09-08
100831,Cliente 831,2022-04-11,22895.76,13.7,24,13999.82,801.0,No,En Mora,1981-08-29
100832,Cliente 832,2022-04-12,7472.42,21.05,48,10450.38,528.0,Sí,Activo,1984-02-19
100833,Cliente 833,2022-04-13,9231.16,12.79,48,995.83,399.0,No,Pagado,1954-10-28
100834,Cliente 834,2022-04-14,25169.2,20.62,24,12373.08,418.0,No,Pagado,1978-05-31
100835,Cliente 835,2022-04-15,21236.81,16.3,24,3403.86,368.0,Sí,Activo,1974-02-21
100836,Cliente 836,2022-04-16,45784.87,22.56,24,8898.71,520.0,Sí,En Mora,1987-09-08
100837,Cliente 837,2022-04-17,18438.5,12.34,36,7266.2,522.0,No,Activo,1955-12-29
100838,Cliente 838,2022-04-18,29239.12,16.49,60,6587.66,803.0,Sí,En Mora,1977-09-17
100839,Cliente 839,2022-04-19,31797.08,17.05,60,13400.85,510.0,Sí,En Mora,1954-09-17
100840,Cliente 840,2022-04-20,1148.18,12.47,48,6841.74,561.0,Sí,Pagado,1966-08-21
100841,Cliente 841,2022-04-21,33345.1,6.6,48,1592.49,817.0,Sí,Activo,1957-05-15
100842,Cliente 842,2022-04-22,9312.78,5.51,48,14226.26,547.0,No,Pagado,1952-02-26
100843,Cliente 843,2022-04-23,48072.98,3.86,12,13847.76,556.0,Sí,Pagado,1964-04-04
100844,Cliente 844,2022-04-24,7858.81,22.28,48,10424.27,362.0,No,Activo,1975-09-09
100845,Cliente 845,2022-04-25,21023.89,8.58,24,7284.44,691.0,Sí,En Mora,1948-09-23
100846,Cliente 846,2022-04-26,4724.81,8.05,48,1846.46,839.0,No,Activo,1951-03-05
100847,Cliente 847,2022-04-27,49845.28,19.32,24,11965.85,716.0,Sí,Pagado,1978-04-20
100848,Cliente 848,2022-04-28,25358.65,10.38,36,1594.43,352.0,Sí,Activo,2003-12-04
100849,Cliente 849,2022-04-29,29971.56,14.38,12,1494.71,337.0,Sí,En Mora,1966-07-07
100850,Cliente 850,2022-04-30,3820.29,6.99,12,8292.07,607.0,No,Pagado,1962-10-16
100851,Cliente 851,2022-05-01,37623.04,24.13,60,2821.86,352.0,Sí,Activo,1999-02-17
100852,Cliente 852,2022-05-02,10890.33,21.81,36,612.09,751.0,No,En Mora,1977-12-11
100853,Cliente 853,2022-05-03,44953.69,22.07,24,6635.14,760.0,Sí,En Mora,1963-03-09
100854,Cliente 854,2022-05-04,10654.41,12.25,36,2489.65,785.0,Sí,Activo,1964-06-19
100855,Cliente 855,2022-05-05,9939.04,19.89,12,2827.47,436.0,No,En Mora,1976-07-31
100856,Cliente 856,2022-05-06,2309.21,6.59,24,1615.2,671.0,Sí,Activo,1984-06-24
100857,Cliente 857,2022-05-07,23867.31,3.69,36,3473.86,555.0,Sí,Activo,1963-12-06
100858,Cliente 858,2022-05-08,28459.64,3.93,12,10874.52,694.0,Sí,Activo,1969-09-05
100859,Cliente 859,2022-05-09,3752.58,16.11,24,12229.45,336.0,Sí,Activo,1954-11-27
100860,Cliente 860,2022-05-10,38888.62,13.29,24,7061.74,446.0,No,Pagado,1967-11-10
100861,Cliente 861,2022-05-11,22937.8,14.64,12,7845.03,307.0,Sí,Activo,1975-07-13
100862,Cliente 862,2022-05-12,26457.32,3.66,24,973.5,550.0,No,Pagado,1952-12-16
100863,Cliente 863,2022-05-13,22317.76,12.59,12,1505.09,746.0,No,Activo,1971-02-21
